"gene","spearman_correlation","p_value","cancer_type"
"AMMECR1L",0.333267804205336,1.21796631631735e-16,"UCEC"
"PCDH7",0.333239231680224,1.22569811970459e-16,"UCEC"
"COL6A3",0.333188982412556,1.23941297087281e-16,"UCEC"
"PARG",0.333113338676085,1.26034396145547e-16,"UCEC"
"CBLB",0.333082367617911,1.26901375860879e-16,"UCEC"
"JOSD1",0.333019615996653,1.28676015417123e-16,"UCEC"
"VEZT",0.33285819472152,1.33353980491273e-16,"UCEC"
"ARL6IP4",-0.332659566202249,1.39340196808478e-16,"UCEC"
"DOCK9",0.332615852937177,1.40692676109624e-16,"UCEC"
"CERS6",0.332590308560058,1.41488981274799e-16,"UCEC"
"DIP2B",0.332473020293282,1.45202519796649e-16,"UCEC"
"RDX",0.33246159727957,1.45569272276135e-16,"UCEC"
"RSF1",0.332279098895147,1.5155369633235e-16,"UCEC"
"RASA1",0.332174372945288,1.55096402207616e-16,"UCEC"
"LRP12",0.332145230768574,1.56096634083057e-16,"UCEC"
"SIPA1L2",0.332104575633158,1.57502624093174e-16,"UCEC"
"MYH10",0.332002787886301,1.61077634531026e-16,"UCEC"
"IL6ST",0.331943753991291,1.6318746966687e-16,"UCEC"
"RPL38",-0.331884090481351,1.65347413240869e-16,"UCEC"
"HOXA10-HOXA9",0.331859188689652,1.6625720297628e-16,"UCEC"
"BASP1",0.331688909853358,1.72611635032631e-16,"UCEC"
"CHM",0.331616714008165,1.75377370047912e-16,"UCEC"
"ERC1",0.331409240898224,1.83570246124441e-16,"UCEC"
"MMP10",0.331389436167686,1.84371712269872e-16,"UCEC"
"PAFAH1B1",0.331270695632179,1.89249614183662e-16,"UCEC"
